1 10/26/2023 13:36:12 PM	 i wasn’t 
0 10/26/2023 13:39:02 PM	 I dont know how to play this game im sorry 
1 10/26/2023 13:41:04 PM	 uhh
1 10/26/2023 13:41:25 PM	 let’s play this instes 
1 10/26/2023 13:44:19 PM	 i only missed cus you missed 
1 10/26/2023 13:50:16 PM	 hurry
0 10/26/2023 14:11:49 PM	 😘
0 10/26/2023 14:25:55 PM	 MATEO
0 10/26/2023 14:26:37 PM	 IF I GET CHAT BANNED I WILL JUMP OFF A HILL AND YOIRE GOING TO JAIL FOR PEDOPHILIA AND PROMOTIING SUICIDE AND EATING DISORDER
0 10/26/2023 14:26:45 PM	 AND RAPE THREATS
1 10/26/2023 14:28:12 PM	 pedophila?????
1 10/26/2023 14:28:17 PM	 rape threats?
1 10/26/2023 14:28:25 PM	 suicide? 💀
0 10/26/2023 14:30:42 PM	 ok whagever i dont even wanna argue with you today im taking a nap bye
1 10/26/2023 14:30:51 PM	 waitttt 
1 10/26/2023 14:30:53 PM	 Adri 
0 10/26/2023 14:31:01 PM	 what
1 10/26/2023 14:31:12 PM	 i didn’t actually report you retard 😭😭
1 10/26/2023 14:31:16 PM	 LMAOOO 
0 10/26/2023 14:31:32 PM	 you know better ❤️
1 10/26/2023 14:31:40 PM	 when are you waking up
0 10/26/2023 14:31:52 PM	 does it matter
1 10/26/2023 14:31:57 PM	 all bitches do is nap and eat chocolate cake 😭
1 10/26/2023 14:32:00 PM	 yeah 
1 10/26/2023 14:32:02 PM	 fatass 
0 10/26/2023 14:32:33 PM	 i frel targeted.
0 10/26/2023 14:32:48 PM	 in a long time 
0 10/26/2023 14:34:39 PM	 Okay bye
1 10/26/2023 14:34:55 PM	 bye 😘😘😘
1 10/26/2023 14:00:23 PM	 you duck 
1 10/26/2023 14:00:24 PM	 suck
0 10/27/2023 10:09:05 AM	 Yes you would if I gave you the chance be fr
1 10/27/2023 10:09:05 AM	 i wanna get you something for your birthday 
1 10/27/2023 10:09:16 AM	 i’m not desperate 
0 10/27/2023 10:09:17 AM	 I don’t want anything it’s okay
0 10/27/2023 10:09:21 AM	 I don’t celebrate my birthday 
1 10/27/2023 10:09:24 AM	 oh ok
1 10/27/2023 10:09:28 AM	 😢
0 10/27/2023 10:10:26 AM	 So sweet of you
0 10/27/2023 10:10:46 AM	 Mateo be fucking for real what are you gonna get me you are unemployed with no source of income
1 10/27/2023 10:10:51 AM	 do you have minecraft 
0 10/27/2023 10:10:53 AM	 Let’s just be honest
1 10/27/2023 10:10:57 AM	 i have money now 
0 10/27/2023 10:10:59 AM	 Yea
1 10/27/2023 10:11:03 AM	 wanna play 
0 10/27/2023 10:11:10 AM	 Good don’t spend it all
0 10/27/2023 10:11:23 AM	 Maybe later im out
1 10/27/2023 10:11:35 AM	 i though you were sick 
0 10/27/2023 10:11:47 AM	 Idgaf a cold isn’t gonna stop me from living mu life
0 10/27/2023 10:11:53 AM	 Wtf do I look like sitting at home like a bum
1 10/27/2023 10:11:59 AM	 😭😭
1 10/27/2023 10:12:01 AM	 where are you
1 10/27/2023 10:12:10 AM	 istg you’re always “out”
0 10/27/2023 10:12:52 AM	 I’m walking to my friends house
1 10/27/2023 10:13:36 AM	 this lcd
1 10/27/2023 10:13:38 AM	 one
0 10/27/2023 10:13:49 AM	 Really
0 10/27/2023 10:13:51 AM	 That one is boring 
0 10/27/2023 10:14:00 AM	 But ok I’ll take ur advice 
1 10/27/2023 10:14:20 AM	 who you tryna impress those are pjs 😭
0 10/27/2023 10:14:38 AM	 😳😳😳
0 10/27/2023 10:14:41 AM	 LMFAOOOO
0 10/27/2023 10:14:44 AM	 Anywho
1 10/27/2023 10:14:45 AM	 ????????
0 10/27/2023 10:14:54 AM	 I’m kidding damn don’t kill yourself
1 10/27/2023 10:14:55 AM	 .
1 10/27/2023 10:15:06 AM	 why would i care
0 10/27/2023 10:17:29 AM	 Which one is cute for me
1 10/27/2023 10:18:23 AM	 i’d prefer you without any of those on
0 10/27/2023 09:07:52 AM	 Indulge in self harm bitch
1 10/27/2023 09:57:31 AM	 ?
0 10/27/2023 09:58:42 AM	 Good morning sunshine ☀️ 
1 10/27/2023 09:58:53 AM	 morning 
1 10/27/2023 09:58:56 AM	 ???
0 10/27/2023 10:00:01 AM	 Sorry im in a mood ❤️
0 10/27/2023 10:00:04 AM	 Let’s be nice today.
1 10/27/2023 10:02:52 AM	 when are you not….
0 10/27/2023 10:03:02 AM	 Stop im sorry
0 10/27/2023 10:03:11 AM	 Next week will be good I promise 
1 10/27/2023 10:03:43 AM	 so submissive….
0 10/27/2023 10:03:43 AM	 WHATS FUNNY BOY
0 10/27/2023 10:03:49 AM	 ? 😂
0 10/27/2023 10:03:52 AM	 Never
1 10/27/2023 10:03:59 AM	 anyways 
1 10/27/2023 10:04:03 AM	 are you in school rn 
0 10/27/2023 10:04:09 AM	 No…
0 10/27/2023 10:04:12 AM	 I’m sick
1 10/27/2023 10:04:17 AM	 oh
1 10/27/2023 10:04:20 AM	 what do you have 
0 10/27/2023 10:04:35 AM	 Chlamydia 
1 10/27/2023 10:04:43 AM	 i figured 
0 10/27/2023 10:04:47 AM	 ????
0 10/27/2023 10:04:50 AM	 IM JOKING DAMN
1 10/27/2023 10:04:59 AM	 you know damn well 😹
0 10/27/2023 10:05:02 AM	 ARE YOU CALLING ME A WHORE
0 10/27/2023 10:05:08 AM	 ? What do I know
1 10/27/2023 10:05:08 AM	 😳
0 10/27/2023 10:05:12 AM	 Speak up 
0 10/27/2023 10:05:16 AM	 Don’t get me started today
0 10/27/2023 10:05:28 AM	 OUUU PUT THIS EMOJI AWAY
1 10/27/2023 10:05:43 AM	 i don’t feel very good today
0 10/27/2023 10:05:46 AM	 Why
1 10/27/2023 10:05:55 AM	 😭😭😭
1 10/27/2023 10:06:05 AM	 i’m gonna have to take a nap later 
0 10/27/2023 10:06:06 AM	 Ok I will be on sweet behavior to make sure u are not in a mood
1 10/27/2023 10:08:07 AM	 what’s ur address 
0 10/27/2023 10:08:21 AM	 ?????
1 10/27/2023 10:08:26 AM	 ?
0 10/27/2023 10:08:28 AM	 Are you gonna come over
1 10/27/2023 10:08:46 AM	 no i ain’t driving 170 miles for some
1 10/27/2023 10:30:12 AM	 Four in a Row
0 10/27/2023 10:30:25 AM	 Four in a Row
1 10/27/2023 10:30:28 AM	 so we can play minecraft
1 10/27/2023 10:30:46 AM	 Four in a Row
0 10/27/2023 10:34:25 AM	 Four in a Row
1 10/27/2023 10:34:49 AM	 Four in a Row
0 10/27/2023 10:35:00 AM	 Four in a Row
1 10/27/2023 10:35:06 AM	 Four in a Row
0 10/27/2023 10:35:12 AM	 Four in a Row
1 10/27/2023 10:35:20 AM	 Four in a Row
0 10/27/2023 10:35:23 AM	 Why do you always choose the stupidest games
0 10/27/2023 10:35:29 AM	 Four in a Row
0 10/27/2023 10:19:37 AM	 Yuck
0 10/27/2023 10:19:40 AM	 PICK ONE DAMN
0 10/27/2023 10:19:52 AM	 I need more swimming suits
1 10/27/2023 10:21:41 AM	 i though that was underwear 
1 10/27/2023 10:21:43 AM	 h uh huh
1 10/27/2023 10:21:49 AM	 then the first one
1 10/27/2023 10:22:11 AM	 😹😹😹
0 10/27/2023 10:22:20 AM	 ??LMFO
0 10/27/2023 10:22:28 AM	 Which one
1 10/27/2023 10:22:37 AM	 black
0 10/27/2023 10:22:48 AM	 Thats literally the ugliest one
0 10/27/2023 10:22:51 AM	 And it’s blue…
0 10/27/2023 10:22:55 AM	 But ok whatever 
1 10/27/2023 10:22:58 AM	 it looks cool
1 10/27/2023 10:23:13 AM	 do you read books?
1 10/27/2023 10:23:34 AM	 i was thinking of form a regular reading habit 
1 10/27/2023 10:23:39 AM	 forming *
0 10/27/2023 10:23:50 AM	 Diary of a wimpy kid in my heart
0 10/27/2023 10:23:55 AM	 For why
0 10/27/2023 10:23:57 AM	 What
1 10/27/2023 10:24:31 AM	 i don’t have enough “intellectual” hobbies 
1 10/27/2023 10:24:40 AM	 i wanna be a more well rounded person
0 10/27/2023 10:24:41 AM	 Don’t worry mateo I don’t have any
0 10/27/2023 10:24:45 AM	 So don’t be ashamed
1 10/27/2023 10:24:58 AM	 😳 who could’ve guessed 
0 10/27/2023 10:25:07 AM	 DINT GET SASSY WITH ME
1 10/27/2023 10:25:29 AM	 plus i have too much free time and id rather spend that into something lucrative 
1 10/27/2023 10:26:01 AM	 i got this good the other day 
1 10/27/2023 10:26:24 AM	 book*
0 10/27/2023 10:26:32 AM	 I don’t know what that means im afraid
0 10/27/2023 10:26:38 AM	 But yes you do exactly that
0 10/27/2023 10:26:44 AM	 You got this I believe in you
1 10/27/2023 10:27:01 AM	 when are u getting back home
0 10/27/2023 10:27:59 AM	 Four in a Row
0 10/27/2023 10:28:09 AM	 How come 
1 10/27/2023 10:40:17 AM	 Four in a Row
0 10/27/2023 10:40:27 AM	 “I’m not desperate”
0 10/27/2023 10:40:30 AM	 Ur fucking embarrassing 
0 10/27/2023 10:40:54 AM	 Four in a Row
1 10/27/2023 10:41:11 AM	 Four in a Row
0 10/27/2023 10:41:32 AM	 Four in a Row
1 10/27/2023 10:41:35 AM	 Four in a Row
1 10/27/2023 10:41:45 AM	 jajaja reread 
1 10/27/2023 10:41:49 AM	 hahah retard*
1 10/27/2023 10:42:27 AM	 she typing up a storm 😳😳
1 10/27/2023 10:42:52 AM	 nvm this gonna be a whole ass hurricane 
0 10/27/2023 10:43:08 AM	 You are autistic dyslexic depressed suicidal ugly bald a social reject schizophrenic desperate an incel and a pedophile pick a struggle then let’s talk nigga fuck out my face 
0 10/27/2023 10:43:14 AM	 LMFOOO
0 10/27/2023 10:43:22 AM	 U ate with that im afraid….
1 10/27/2023 10:43:57 AM	 i’m not a social reject or schizophrenic or desperate or an incel or a pedophile?? 
0 10/27/2023 10:44:12 AM	 HOU ARE DESPERATE AS FUCK DONT GET ME STARTED MATEO
1 10/27/2023 10:44:15 AM	 i have plenty of friends 
0 10/27/2023 10:44:20 AM	 …..
1 10/27/2023 10:44:23 AM	 ?????
0 10/27/2023 10:44:58 AM	 Ok sorry you’re the only person I don’t feel bad being mean to
1 10/27/2023 10:45:01 AM	 bitch said this over a connect 4 game 💀
0 10/27/2023 10:45:10 AM	 And I’ll do it again
1 10/27/2023 10:45:18 AM	 you should 😢
0 10/27/2023 10:45:31 AM	 Why would i 😂…
0 10/27/2023 10:45:41 AM	 Ur so funny im ngl
1 10/27/2023 10:45:51 AM	 ????
0 10/27/2023 10:45:54 AM	 I never striked you as the comedian of this dynamic
0 10/27/2023 10:45:57 AM	 But here we are…
1 10/27/2023 10:35:33 AM	 Four in a Row
0 10/27/2023 10:35:42 AM	 Four in a Row
1 10/27/2023 10:35:54 AM	 Four in a Row
0 10/27/2023 10:36:05 AM	 LOTERALLY KILL YOIRSELF
1 10/27/2023 10:36:10 AM	 lmao you though you were slick 😭😭😭😭
0 10/27/2023 10:36:28 AM	 Shut the fuck up
1 10/27/2023 10:38:22 AM	 make your move already 
0 10/27/2023 10:38:28 AM	 Four in a Row
0 10/27/2023 10:38:35 AM	 Thought you was slick huh…..
1 10/27/2023 10:38:48 AM	 Four in a Row
0 10/27/2023 10:39:01 AM	 Four in a Row
0 10/27/2023 10:39:26 AM	 erm
1 10/27/2023 10:39:37 AM	 Four in a Row
1 10/27/2023 10:39:58 AM	 “erm 🤓”
0 10/27/2023 10:40:16 AM	 Do like I look like somebody who gives a fuck
0 10/27/2023 10:58:08 AM	 I don’t know what can we do..
1 10/27/2023 10:58:26 AM	 😭 i feel like we’ve had this conversation 100 times 
0 10/27/2023 10:58:36 AM	 It’s like a routine atp
1 10/27/2023 10:58:52 AM	 get some new material ‼️‼️
1 10/27/2023 10:58:56 AM	 jk 
0 10/27/2023 10:59:52 AM	 Ok can we do a quiz 
1 10/27/2023 11:07:32 AM	 yeah
1 10/27/2023 11:07:33 AM	 what quiz 
0 10/27/2023 11:07:57 AM	 Can u find one 
1 10/27/2023 11:08:13 AM	 yeah 
1 10/27/2023 11:09:14 AM	 wait before that 
1 10/27/2023 11:09:17 AM	 https://www.matequiz.com/start.html?quiz=6539544b5a458a8ed322771c
1 10/27/2023 11:09:27 AM	 you never did my quiz b***h 🖕🖕🖕
0 10/27/2023 11:11:27 AM	 Ok now u do mine
1 10/27/2023 11:11:43 AM	 😭😭😭
1 10/27/2023 11:11:54 AM	 send 
0 10/27/2023 11:13:16 AM	 https://www.matequiz.com/start.html?quiz=653bd3845a458a8ed324d883
1 10/27/2023 11:15:14 AM	 “breast implants” LMAOOO 💀
0 10/27/2023 11:15:48 AM	 LMFAOO
0 10/27/2023 11:15:51 AM	 U know me so well. 
0 10/27/2023 11:15:57 AM	 Okay let’s do another quiz now
1 10/27/2023 11:16:04 AM	 https://www.idrlabs.com/difficult-person/test.php
1 10/27/2023 11:16:09 AM	 let’s do this 
1 10/27/2023 10:45:58 AM	 my friends tell me that a lot
1 10/27/2023 10:46:07 AM	 😹😹
0 10/27/2023 10:46:08 AM	 😂😂😂 what friends
1 10/27/2023 10:46:10 AM	 kys 
0 10/27/2023 10:46:17 AM	 Your body pillows don’t count
1 10/27/2023 10:46:28 AM	 ?
0 10/27/2023 10:46:30 AM	 Block button looking juicy 
1 10/27/2023 10:46:38 AM	 ??
0 10/27/2023 10:46:58 AM	 I told my friend about you
1 10/27/2023 10:47:48 AM	 ok dont get me started on you you’re a desperate attention seeking whore who skips school half the time and is out doing god know what at 4 am in the morning the other half, you have no ambition and at the rate you’re going you’re gonna have no future either
1 10/27/2023 10:47:59 AM	 you’re just gonna end up homeless sucking cock for money
0 10/27/2023 10:48:07 AM	 WTF
0 10/27/2023 10:48:18 AM	 OH MY GOF HE JUST CLEARED ME
0 10/27/2023 10:48:23 AM	 Ok I’ll let it slide bitch
1 10/27/2023 10:48:35 AM	 you were mean first
0 10/27/2023 10:48:38 AM	 LMFAOOOOOOO MY MOUTH IS ON THE FLOOR
0 10/27/2023 10:48:49 AM	 YOU SO FUCKING SASSY
1 10/27/2023 10:49:47 AM	 aren’t you the one who called me a social reject pedophile over a connect 4 game?
0 10/27/2023 10:49:55 AM	 Did I lie
1 10/27/2023 10:50:02 AM	 kys 
0 10/27/2023 10:50:03 AM	 We’re so funny ily
0 10/27/2023 10:50:10 AM	 I’m eating a plum
1 10/27/2023 10:50:18 AM	 no you’re just mean 😢
0 10/27/2023 10:50:31 AM	 Sorry I don’t mean one third of it❤️
1 10/27/2023 10:50:45 AM	 ??? 
1 10/27/2023 10:50:47 AM	 ok whatever 
1 10/27/2023 10:51:23 AM	 i can’t wait for you to turn 18 so i can send you to jail over telling me to kill myself 
0 10/27/2023 10:51:44 AM	 Oh brotha
0 10/27/2023 10:51:49 AM	 Will u really
1 10/27/2023 10:52:50 AM	 😳
0 10/27/2023 10:52:56 AM	 Can we go to jail together 
1 10/27/2023 10:53:12 AM	 so romantic 
0 10/27/2023 10:53:21 AM	 Stop don’t use this emoji I have trauma with it Ima have a heart aytack 
0 10/27/2023 10:53:31 AM	 Can we do something 
1 10/27/2023 10:53:52 AM	 what
0 10/27/2023 10:54:35 AM	 May a nigga fuck
0 10/27/2023 10:54:39 AM	 Can we do something
0 10/27/2023 10:57:18 AM	 COME HERE MATEO
1 10/27/2023 10:57:23 AM	 dirty
1 10/27/2023 10:57:26 AM	 sorry *
1 10/27/2023 10:57:32 AM	 yeah
0 10/27/2023 10:57:33 AM	 Who’s dirty….
0 10/27/2023 10:57:38 AM	 Okay let’s do it
1 10/27/2023 10:57:40 AM	 typo man’
0 10/27/2023 10:57:48 AM	 U know better❤️
1 10/27/2023 10:57:59 AM	 what are we doing?!
0 10/27/2023 11:32:39 AM	 LMFAOOOO 
0 10/27/2023 11:32:46 AM	 UM CRYING THSTS SI FUNNY TO ME
1 10/27/2023 11:32:46 AM	 what’s funny 
1 10/27/2023 11:32:54 AM	 🖕
0 10/27/2023 11:32:57 AM	 Sorry…..
0 10/27/2023 11:33:00 AM	 Ok next!
1 10/27/2023 11:33:11 AM	 you scored lower than me😭
1 10/27/2023 11:33:19 AM	 ok 
0 10/27/2023 11:33:24 AM	 Oh whatever im not that kinda person anyway
1 10/27/2023 11:33:41 AM	 “i’m not a loving person” ?????
0 10/27/2023 11:33:58 AM	 I JUST DINT LOVE EVERYBODY THATS ALL??
0 10/27/2023 11:34:04 AM	 IS THAT SO WRONG OF ME. 
1 10/27/2023 11:34:13 AM	 https://www.idrlabs.com/political-left-right/test.php
1 10/27/2023 11:34:14 AM	 here
1 10/27/2023 11:34:37 AM	 it’s ok <3
0 10/27/2023 11:34:45 AM	 Stop
0 10/27/2023 11:34:55 AM	 Don’t reassure me bitch
1 10/27/2023 11:35:02 AM	 😹
1 10/27/2023 11:37:15 AM	 all the questions were stupid anyways 
0 10/27/2023 11:37:48 AM	 Why did it ask me if I would eat monkey meat
0 10/27/2023 11:37:51 AM	 I said yes tho
1 10/27/2023 11:37:54 AM	 🤥😯
0 10/27/2023 11:38:00 AM	 ?..
1 10/27/2023 11:38:09 AM	 nothing 
0 10/27/2023 11:38:30 AM	 Ok next
1 10/27/2023 11:38:39 AM	 can we do a similar one 
0 10/27/2023 11:38:44 AM	 Yes
1 10/27/2023 11:38:47 AM	 https://www.politicalcompass.org/test
1 10/27/2023 11:38:48 AM	 ok here
0 10/27/2023 11:38:50 AM	 We ca do whichever one u want
0 10/27/2023 11:39:24 AM	 I don’t know what that is but I hope that you recover 
0 10/27/2023 11:39:29 AM	 ❤️…..
0 10/27/2023 11:40:05 AM	 MATEO THIS QUIZ IS STUPIF CAN WE DO A FUN ONE
1 10/27/2023 11:40:17 AM	 ok sure…
0 10/27/2023 11:40:37 AM	 K thank you
1 10/27/2023 11:41:10 AM	 https://www.idrlabs.com/sexual-attitudes/test.php
1 10/27/2023 11:19:30 AM	 😭😭😭
1 10/27/2023 11:19:34 AM	 makes sense 
0 10/27/2023 11:19:39 AM	 ????
0 10/27/2023 11:19:43 AM	 What does callousness mean
1 10/27/2023 11:19:55 AM	 i don’t know why i talk to you
1 10/27/2023 11:19:59 AM	 sorry that was mean 
0 10/27/2023 11:20:01 AM	 What’s wrong with me
0 10/27/2023 11:20:04 AM	 Like really
1 10/27/2023 11:20:06 AM	 it’s all love <3
0 10/27/2023 11:20:08 AM	 I will fix it
1 10/27/2023 11:20:15 AM	 uhh 
1 10/27/2023 11:20:33 AM	 .
0 10/27/2023 11:20:40 AM	 Sorry
0 10/27/2023 11:20:45 AM	 I won’t say mean stuff again
0 10/27/2023 11:20:54 AM	 So ur little fragile heart doesn’t break❤️
0 10/27/2023 11:21:00 AM	 Let’s do another quiz
1 10/27/2023 11:21:01 AM	 🤓
1 10/27/2023 11:21:08 AM	 ok let me find 
1 10/27/2023 11:21:15 AM	 idk
1 10/27/2023 11:22:05 AM	 https://www.idrlabs.com/toxic-masculinity/test.php
1 10/27/2023 11:22:05 AM	 here
1 10/27/2023 11:22:26 AM	 sure 
0 10/27/2023 11:22:30 AM	 ???
0 10/27/2023 11:22:33 AM	 Just say no then damn
1 10/27/2023 11:22:38 AM	 YES ITS CUTE ON YOU
0 10/27/2023 11:22:47 AM	 Ok good.
1 10/27/2023 11:22:48 AM	 how do you expect me to answer???
1 10/27/2023 11:22:55 AM	 i don’t even know how your body looks
0 10/27/2023 11:23:14 AM	 WELL DONT TRY TI PROTECT MY FEELINGS LIKE IM SOME SORT OF BITCH THAT CANT TAKE IT
0 10/27/2023 11:23:22 AM	 For a reason
1 10/27/2023 11:23:30 AM	 ?? 😹😹
1 10/27/2023 11:23:41 AM	 ok so the quiz 
1 10/27/2023 11:23:50 AM	 do*
1 10/27/2023 11:27:01 AM	 i’m 31% more homophobic than the average person 😳
0 10/27/2023 11:27:17 AM	 LMFAOOO WHY WAS THERE SO MANY GAY PEOPLE WUESTIONS
1 10/27/2023 11:27:53 AM	 i win this quiz 
1 10/27/2023 11:27:55 AM	 ok next 
1 10/27/2023 11:28:33 AM	 https://www.idrlabs.com/capacity-to-love/test.php
1 10/27/2023 11:28:33 AM	 hereeeee
0 10/27/2023 11:28:42 AM	 This gonna make me sad
0 10/27/2023 11:28:43 AM	 Ok let’s do I
0 10/27/2023 12:09:19 PM	 LMFAOOOOOOOO
1 10/27/2023 12:09:25 PM	 what’s funny bitch 
0 10/27/2023 12:09:28 PM	 YOOO IMCRUING😂😭😭😭😳😂😂😂😂💀💀💀💀💀
0 10/27/2023 12:09:31 PM	 LMFOAOSAOOAOAAOAAO
1 10/27/2023 12:09:38 PM	 hahahah 😐
0 10/27/2023 12:09:41 PM	 It’s ok ur not alone in this world
0 10/27/2023 12:09:54 PM	 YOY LITRALLY MADE FUN OF ME FOR MU EATING DISORDER
0 10/27/2023 12:09:57 PM	 NUT THIS IS WHERE U DRAW THE LINE
0 10/27/2023 12:09:58 PM	 OK. 
1 10/27/2023 12:10:15 PM	 i’m not drawing any lines i’m joking around 😭😭
1 10/27/2023 12:10:27 PM	 as long as you don’t do something really bad idc 
0 10/27/2023 12:10:40 PM	 What’s the worst thing I ever said
1 10/27/2023 12:10:48 PM	 the one you said you didn’t have… 🤔🤔😳
1 10/27/2023 12:11:02 PM	 nothing really 
0 10/27/2023 12:11:10 PM	 N**** BYE THATS NOTNRVEN FUNNY U GOT ME GUCKED UP
0 10/27/2023 12:11:22 PM	 Yeah im so sweet❤️
1 10/27/2023 12:11:30 PM	 did i activate your trauma… sorry
0 10/27/2023 12:11:39 PM	 ????,?..,,???
1 10/27/2023 12:11:44 PM	 no?
0 10/27/2023 12:11:47 PM	 WHAT THE FUCK YOU JUST SAY TO ME
1 10/27/2023 12:11:53 PM	 i love you
0 10/27/2023 12:11:53 PM	 LET ME BLOCK THIS NIGGA HOLD ON
1 10/27/2023 12:11:55 PM	 chill
0 10/27/2023 12:12:03 PM	 Ok let me act like u didn’t say tht 
1 10/27/2023 11:54:07 AM	 “Very High”
0 10/27/2023 11:54:19 AM	 N**** leave me alone
1 10/27/2023 11:54:21 AM	 it’s all love <3
0 10/27/2023 11:54:36 AM	 I use to have an eating disorder that shit was embarrasing
1 10/27/2023 11:54:37 AM	 ok you pick the quiz now
0 10/27/2023 11:54:42 AM	 Ok I’ll pick. 
1 10/27/2023 11:54:50 AM	 seems like it hasn’t gone away completely…
0 10/27/2023 11:55:07 AM	 WTF ZTOP DONT SAY THAT I WIILL KILL MYSELF
1 10/27/2023 11:55:39 AM	 why are you so sensitive about this topic 😭
0 10/27/2023 11:56:27 AM	 Shut up damn 
1 10/27/2023 11:56:29 AM	 i’m just teasing don’t kys <3
1 10/27/2023 11:56:34 AM	 sorry 
0 10/27/2023 11:56:38 AM	 Where do I look for the quizes
0 10/27/2023 11:56:43 AM	 😂😂😂
0 10/27/2023 11:56:47 AM	 As if
1 10/27/2023 11:56:49 AM	 let’s not talk about your eating disorders anymore 
1 10/27/2023 11:56:51 AM	 ok anyways 
1 10/27/2023 11:56:54 AM	 google
0 10/27/2023 11:57:03 AM	 FHIS IS LITERALLY PROVOKING 
0 10/27/2023 11:57:16 AM	 YOU GONNA CATCH A BLAKC EYE BITCH
1 10/27/2023 11:57:24 AM	 LMAOO 😭😭
0 10/27/2023 11:57:25 AM	 He knows what hes doing
1 10/27/2023 11:57:37 AM	 are you at your friends house yet
0 10/27/2023 11:57:45 AM	 No I changed my mind
1 10/27/2023 11:57:49 AM	 how come 
0 10/27/2023 11:57:50 AM	 I’m home 
1 10/27/2023 11:57:55 AM	 oh
0 10/27/2023 11:58:00 AM	 I don’t wanna see them
1 10/27/2023 11:58:12 AM	 i’m sure they don’t wanna see you either 
0 10/27/2023 11:58:13 AM	 AND NO WE CANNOT PLAY MINECRAFT
0 10/27/2023 11:58:18 AM	 Yes they do ❤️
1 10/27/2023 11:58:21 AM	 🖕🖕🖕
1 10/27/2023 11:58:26 AM	 bitchass nigga 
0 10/27/2023 11:58:44 AM	 WHY YOY SLIPPING OUT THE N WORD LIKE YOU A HOOD GANGSTER
0 10/27/2023 11:58:54 AM	 DONT LET ME SEND MY N**** TO YOUR DOOR STEP AGAIN
0 10/27/2023 11:59:30 AM	 https://www.idrlabs.com/depression/test.php
1 10/27/2023 11:59:35 AM	 ok
0 10/27/2023 11:59:38 AM	 This is gonna trigger a depressive episode for you ik it
1 10/27/2023 11:59:46 AM	 i am 🤑🤑
1 10/27/2023 11:59:52 AM	 😹😹😹
0 10/27/2023 12:00:07 PM	 Do the damn test and be quiet
0 10/27/2023 12:02:01 PM	 N**** what
1 10/27/2023 12:02:05 PM	 which one is worse 
0 10/27/2023 11:44:30 AM	 Wait im not done
0 10/27/2023 11:45:53 AM	 Idk what any of that even means really 
1 10/27/2023 11:46:06 AM	 me neither 😭
1 10/27/2023 11:46:36 AM	 https://www.idrlabs.com/eating-disorders/test.php
1 10/27/2023 11:46:36 AM	 i know your fatass is gonna like this one…
0 10/27/2023 11:46:47 AM	 YOU SO WRONG FOR THUS
0 10/27/2023 11:46:49 AM	 But ok. 
1 10/27/2023 11:49:29 AM	 HAHAHHA
1 10/27/2023 11:49:32 AM	 LMFAOOO 
0 10/27/2023 11:49:45 AM	 WHATS FUNNY BITCHYOU GOING TO HELL FOR PROMOTNG ANOREXIA
1 10/27/2023 11:49:56 AM	 am i promoting your eating disorder?
1 10/27/2023 11:50:01 AM	 have i ever done so
0 10/27/2023 11:50:02 AM	 ???….
0 10/27/2023 11:50:06 AM	 WTF U JUST SAY TO ME. 
0 10/27/2023 11:50:36 AM	 oiuuu u so lucky I like u or else u would’ve been blocked right now in this very moment
1 10/27/2023 11:51:07 AM	 food resistance 😭
1 10/27/2023 11:51:15 AM	 wait do you actually have an eating disorder?
1 10/27/2023 11:51:34 AM	 3 blacks guys just knocked on my door and stared at me in the eyes 
1 10/27/2023 11:51:37 AM	 and then just left 
